image_id,rig_frame_id,camera,timestamp_ns,capture_fraction,split_v9,battery_member,battery_faces,tile_ids,environment,lidar_ceiling_pts,lidar_wall_sectors,stationary,x_m,y_m,z_m,pose_source
img_1618118629bef1789633f0dd,rig_95015a4111967a6aaf48d481,right,1772726411844603136,0.1425,train,False,,0|1|2|3,outdoor,0,3,False,9.6782,2.8075,1.4748,accepted_independent_pos_prior_at
img_f8342fb5c1c93714f24cf6d7,rig_95015a4111967a6aaf48d481,left,1772726411844619008,0.1425,train,False,,3,outdoor,0,3,False,9.6782,2.8075,1.4748,accepted_independent_pos_prior_at
img_2583dd744e4c06e135d8853a,rig_d5ea6b2b38d4468cdf4ea78f,right,1772726412344637952,0.1448,train,False,,0|1|2|3,outdoor,0,3,False,9.9516,2.7277,1.4596,accepted_independent_pos_prior_at
img_ead8ead193eebdbcd9f3e091,rig_d5ea6b2b38d4468cdf4ea78f,left,1772726412344653824,0.1448,train,False,,3,outdoor,0,3,False,9.9516,2.7277,1.4596,accepted_independent_pos_prior_at
img_a4bc513964ab0170b07c28bc,rig_c95956aed608037d72998ed8,right,1772726412844669952,0.1471,train,False,,0|1|2|3,outdoor,0,3,False,10.2713,2.5965,1.4761,accepted_independent_pos_prior_at
img_9446f6a0c7f008ec3e6bd51c,rig_c95956aed608037d72998ed8,left,1772726412844686080,0.1471,train,False,,3,outdoor,0,3,False,10.2713,2.5965,1.4761,accepted_independent_pos_prior_at
img_e6dc6c821682e92c7098c3fc,rig_4c34c3a1c33027aceddb5082,right,1772726413344698880,0.1493,train,False,,0|1|2|3,outdoor,0,3,False,10.6352,2.5267,1.4819,accepted_independent_pos_prior_at
img_953e3fa1e628b02d56633790,rig_4c34c3a1c33027aceddb5082,left,1772726413344714752,0.1493,train,False,,3,outdoor,0,3,False,10.6352,2.5267,1.4819,accepted_independent_pos_prior_at
img_9cc72b24cfc01e68bb74537b,rig_b5f4408ea9ce288b4ad01045,right,1772726413844727040,0.1516,train,False,,0|1|2|3,outdoor,0,3,False,10.9626,2.4394,1.4681,accepted_independent_pos_prior_at
img_9d2679f27d8a3a53f9ffea05,rig_b5f4408ea9ce288b4ad01045,left,1772726413844742912,0.1516,train,False,,3,outdoor,0,3,False,10.9626,2.4394,1.4681,accepted_independent_pos_prior_at
img_e59222a5e5b43cad84439894,rig_f635cb8661e815fa59f70fee,right,1772726414344753920,0.1538,train,False,,0|1|2|3,outdoor,0,3,False,11.3101,2.3595,1.482,accepted_independent_pos_prior_at
img_6fa669b10fbb724dc3362a0d,rig_f635cb8661e815fa59f70fee,left,1772726414344770816,0.1538,train,False,,3,outdoor,0,3,False,11.3101,2.3595,1.482,accepted_independent_pos_prior_at
img_e1287e860ec48f842b16e821,rig_eaeb2e1206c42c0409048a96,right,1772726414844784896,0.1561,train,False,,0|1|2|3,outdoor,0,2,False,11.6191,2.4071,1.4939,accepted_independent_pos_prior_at
img_2fd11bed5dd89d8bb3df71b2,rig_eaeb2e1206c42c0409048a96,left,1772726414844801024,0.1561,train,False,,3,outdoor,0,2,False,11.6191,2.4071,1.4939,accepted_independent_pos_prior_at
img_d691623e566cde7f444905b2,rig_0579fcb345a3734afc890594,right,1772726415344815872,0.1584,train,False,,0|1|2|3,outdoor,0,2,False,11.859,2.3757,1.4788,accepted_independent_pos_prior_at
img_865c420d4a9421a95d80a555,rig_0579fcb345a3734afc890594,left,1772726415344832000,0.1584,train,False,,3,outdoor,0,2,False,11.859,2.3757,1.4788,accepted_independent_pos_prior_at
img_8a5782154627496067ab070d,rig_77f65590b82898143d4b614f,right,1772726415844847872,0.1606,train,False,,0|1|2|3,outdoor,0,2,False,12.1629,2.3206,1.5032,accepted_independent_pos_prior_at
img_0018dd0404626269c5456dd5,rig_77f65590b82898143d4b614f,left,1772726415844864000,0.1606,train,False,,3,outdoor,0,2,False,12.1629,2.3206,1.5032,accepted_independent_pos_prior_at
img_f5f133cabb2d110c4de5284e,rig_3d14390fb7f803b2f50b1ae3,right,1772726416344879872,0.1629,train,False,,0|1|2|3,outdoor,0,2,False,12.4766,2.3296,1.5456,accepted_independent_pos_prior_at
img_4e6189ace79de6dc79f9225f,rig_3d14390fb7f803b2f50b1ae3,left,1772726416344895744,0.1629,train,False,,3,outdoor,0,2,False,12.4766,2.3296,1.5456,accepted_independent_pos_prior_at
img_1a38b2127348ddbd3e540b2f,rig_815f0bdecab8dc5043ac5c96,right,1772726416844912896,0.1652,train,False,,0|1|2|3,outdoor,0,2,False,12.7592,2.2588,1.5441,accepted_independent_pos_prior_at
img_fd0037e7275d396e2f105035,rig_815f0bdecab8dc5043ac5c96,left,1772726416844929024,0.1652,train,False,,3,outdoor,0,2,False,12.7592,2.2588,1.5441,accepted_independent_pos_prior_at
img_6f0133802dcbba5715db2a6b,rig_99f5a520bc8d9a34771777a3,right,1772726417344945920,0.1674,train,False,,0|1|2|3,outdoor,0,1,False,13.0553,2.1136,1.5681,accepted_independent_pos_prior_at
img_3aba23b72ba6c200262fd220,rig_99f5a520bc8d9a34771777a3,left,1772726417344962816,0.1674,train,False,,3,outdoor,0,1,False,13.0553,2.1136,1.5681,accepted_independent_pos_prior_at
img_a2ef0a0058461539f6d32279,rig_edcce550aec0ad3c1825731d,right,1772726417844980992,0.1697,train,False,,0|1|2|3,outdoor,0,1,False,13.3451,1.9492,1.5807,accepted_independent_pos_prior_at
img_5b7430adf431b687f1129ef4,rig_edcce550aec0ad3c1825731d,left,1772726417844996864,0.1697,train,False,,3,outdoor,0,1,False,13.3451,1.9492,1.5807,accepted_independent_pos_prior_at
img_24d4e5bc6fa22cd9ea92ff2e,rig_421a6a88885f1816ddea56e9,right,1772726418345015040,0.1719,train,False,,0|1|2|3,outdoor,0,2,False,13.5193,1.6885,1.5834,accepted_independent_pos_prior_at
img_219ea8f06811fd11b0b0b7e9,rig_421a6a88885f1816ddea56e9,left,1772726418345032960,0.1719,train,False,,0|3,outdoor,0,2,False,13.5193,1.6885,1.5834,accepted_independent_pos_prior_at
img_789243cb60bd90423c2cc36f,rig_6a5d942215c501958c71318c,right,1772726418845048832,0.1742,train,False,,0|1|2|3,outdoor,0,2,False,13.6576,1.3945,1.6147,accepted_independent_pos_prior_at
img_6f41a78957ac84401e77ac83,rig_6a5d942215c501958c71318c,left,1772726418845064960,0.1742,train,False,,0|3,outdoor,0,2,False,13.6576,1.3945,1.6147,accepted_independent_pos_prior_at
img_5e8f6477648ca5ac8d8ba881,rig_92fa282269d33e02e9d45cfe,right,1772726419345082880,0.1765,train,False,,0|1|2|3,outdoor,0,2,False,13.7935,1.1061,1.6337,accepted_independent_pos_prior_at
img_53ce9f841d68099d3fc67dcc,rig_92fa282269d33e02e9d45cfe,left,1772726419345099008,0.1765,train,False,,0|3,outdoor,0,2,False,13.7935,1.1061,1.6337,accepted_independent_pos_prior_at
img_28ae3ec748a5e0d8c78031df,rig_244a3146cf6923f6963a3a04,right,1772726419845116928,0.1787,train,False,,0|1|2|3,outdoor,0,2,False,13.8398,0.8109,1.6028,accepted_independent_pos_prior_at
img_4f5b2c7c217540835929062d,rig_244a3146cf6923f6963a3a04,left,1772726419845134080,0.1787,train,False,,0|3,outdoor,0,2,False,13.8398,0.8109,1.6028,accepted_independent_pos_prior_at
img_5550c6ee126a8a927e97dac2,rig_490a36809620a920c1761945,right,1772726420345161984,0.181,train,False,,0|1|2|3,outdoor,0,3,False,13.8939,0.5079,1.6162,accepted_independent_pos_prior_at
img_4db96f69333eb99d762ebc31,rig_490a36809620a920c1761945,left,1772726420345177856,0.181,train,False,,0|3,outdoor,0,3,False,13.8939,0.5079,1.6162,accepted_independent_pos_prior_at
img_b7f55877796392d83c722aba,rig_5d9632624c35a86076db1c01,right,1772726420845197056,0.1833,train,False,,0|1|2|3,outdoor,0,3,False,13.9602,0.3549,1.6143,accepted_independent_pos_prior_at
img_ef40b78b1d380170b13f632c,rig_5d9632624c35a86076db1c01,left,1772726420845212928,0.1833,train,False,,0|1|3,outdoor,0,3,False,13.9602,0.3549,1.6143,accepted_independent_pos_prior_at
img_864f94111ef95cfcf74e9828,rig_fdc0fa397462e41f7b7a979b,right,1772726421345256960,0.1855,train,False,,0|1|2|3,outdoor,0,3,False,13.906,0.3447,1.6005,accepted_independent_pos_prior_at
img_ebb44aa4fd7128a21d824082,rig_fdc0fa397462e41f7b7a979b,left,1772726421345259008,0.1855,train,False,,0|1|3,outdoor,0,3,False,13.906,0.3447,1.6005,accepted_independent_pos_prior_at
img_05cc6ae9bfec314d854c8837,rig_c4948ea06c313f97a02e89a1,right,1772726421845284864,0.1878,train,False,,0|1|2|3,outdoor,0,3,False,13.8087,0.371,1.5906,accepted_independent_pos_prior_at
img_21571925b3bdee2457e819f8,rig_c4948ea06c313f97a02e89a1,left,1772726421845287936,0.1878,train,False,,0|1|3,outdoor,0,3,False,13.8087,0.371,1.5906,accepted_independent_pos_prior_at
img_1fb3a72aca781ca07d397457,rig_a269c1f9931fa5f01c0c3525,right,1772726422345296896,0.19,train,False,,0|1|2|3,outdoor,0,3,False,13.7659,0.3846,1.5788,accepted_independent_pos_prior_at
img_9d11a004e9202f7dd1430bdc,rig_a269c1f9931fa5f01c0c3525,left,1772726422345299968,0.19,train,False,,0|1|3,outdoor,0,3,False,13.7659,0.3846,1.5788,accepted_independent_pos_prior_at
img_0fd1829e4d452fc9e06670fe,rig_9270bb45deabba98f3d35bfa,right,1772726422845303040,0.1923,train,False,,0|1|2|3,outdoor,0,3,False,13.7368,0.3965,1.565,accepted_independent_pos_prior_at
img_a49f9bef3e593948cf72d9a1,rig_9270bb45deabba98f3d35bfa,left,1772726422845305856,0.1923,train,False,,0|1|3,outdoor,0,3,False,13.7368,0.3965,1.565,accepted_independent_pos_prior_at
img_ef78b6a90549d802aaf81efd,rig_93ddb5288f9d2dadb2d5c06c,right,1772726423345286912,0.1946,train,False,,0|1|2|3,outdoor,0,3,False,13.7085,0.4266,1.5573,accepted_independent_pos_prior_at
img_2b4f13c695909781ea9270a7,rig_93ddb5288f9d2dadb2d5c06c,left,1772726423345303040,0.1946,train,False,,0|1|3,outdoor,0,3,False,13.7085,0.4266,1.5573,accepted_independent_pos_prior_at
img_89a641da0fa44949a2822d47,rig_f5dd1d7af2daf6378e3249b4,right,1772726423845319936,0.1968,train,False,,0|1|2|3,outdoor,0,3,False,13.6895,0.4596,1.5487,accepted_independent_pos_prior_at
img_753e568dd0cb0b359ee23e57,rig_f5dd1d7af2daf6378e3249b4,left,1772726423845337856,0.1968,train,False,,0|1|2|3,outdoor,0,3,False,13.6895,0.4596,1.5487,accepted_independent_pos_prior_at
img_46a0d026a1d62e44f0b7636f,rig_beb86146e928504f312b06b7,right,1772726424345372928,0.1991,train,False,,0|1|2|3,outdoor,0,3,False,13.6716,0.4681,1.5244,accepted_independent_pos_prior_at
img_dad684e3df7bafd45b805a5d,rig_beb86146e928504f312b06b7,left,1772726424345376000,0.1991,train,False,,0|1|2|3,outdoor,0,3,False,13.6716,0.4681,1.5244,accepted_independent_pos_prior_at
img_affda59b9b625a3dde9beb85,rig_a1697c621b1dd2f46054211e,right,1772726424845394944,0.2014,train,False,,0|1|2|3,outdoor,0,3,False,13.6794,0.3999,1.5124,accepted_independent_pos_prior_at
img_954f086e75547572ac933571,rig_a1697c621b1dd2f46054211e,left,1772726424845409792,0.2014,train,False,,0|1|2|3,outdoor,0,3,False,13.6794,0.3999,1.5124,accepted_independent_pos_prior_at
img_23f736d972ccf1608ccbe107,rig_77d59ad49037938e9356612d,right,1772726425345463040,0.2036,train,False,,0|1|2|3,outdoor,0,3,False,13.7721,0.2125,1.535,accepted_independent_pos_prior_at
img_e0bbacc0010098c4844951ac,rig_77d59ad49037938e9356612d,left,1772726425345465856,0.2036,train,False,,0|1|2|3,outdoor,0,3,False,13.7721,0.2125,1.535,accepted_independent_pos_prior_at
img_b4812019b4dfa216489f95df,rig_3960b36ac8ce3239da9d48e4,right,1772726425845450752,0.2059,train,False,,0|1|2|3,outdoor,0,3,False,13.9159,-0.0743,1.5914,accepted_independent_pos_prior_at
img_93526b49c3d4ea71e085b123,rig_3960b36ac8ce3239da9d48e4,left,1772726425845465856,0.2059,train,False,,0|1|3,outdoor,0,3,False,13.9159,-0.0743,1.5914,accepted_independent_pos_prior_at
img_fe46c480df46c4db13c4fd6c,rig_b5687b0cb5abac30ed7f48ac,right,1772726426345481984,0.2081,train,False,,0|1|2|3,outdoor,0,3,False,13.9757,-0.4806,1.5927,accepted_independent_pos_prior_at
img_85721e8fec7e71b7c7f73a5a,rig_b5687b0cb5abac30ed7f48ac,left,1772726426345499904,0.2081,train,False,,0|1|3,outdoor,0,3,False,13.9757,-0.4806,1.5927,accepted_independent_pos_prior_at
img_39bde7ed1336ec78411af4c0,rig_17282dbd39188418a1f5eefc,right,1772726426845512960,0.2104,train,False,,0|1|2|3,outdoor,0,3,False,14.087,-0.8969,1.6239,accepted_independent_pos_prior_at
img_8901b6f736c41a065c80f94a,rig_17282dbd39188418a1f5eefc,left,1772726426845527808,0.2104,train,False,,0|3,outdoor,0,3,False,14.087,-0.8969,1.6239,accepted_independent_pos_prior_at
img_98bb570ecf462a8b29f1009a,rig_63b1b61f95c59794d3396860,right,1772726427345547008,0.2127,train,False,,0|1|2|3,outdoor,0,3,False,14.1668,-1.2622,1.653,accepted_independent_pos_prior_at
img_6e169def21ca3501e9621c38,rig_63b1b61f95c59794d3396860,left,1772726427345562880,0.2127,train,False,,0|3,outdoor,0,3,False,14.1668,-1.2622,1.653,accepted_independent_pos_prior_at
img_5e80513ffc34b6196a43e365,rig_55d2fa68d70e2680e935a845,right,1772726427845582848,0.2149,train,False,,0|1|2|3,outdoor,0,3,False,14.166,-1.6479,1.6459,accepted_independent_pos_prior_at
img_1155e179ac216f5cb603d167,rig_55d2fa68d70e2680e935a845,left,1772726427845598976,0.2149,train,False,,0|3,outdoor,0,3,False,14.166,-1.6479,1.6459,accepted_independent_pos_prior_at
img_4beafc8e6c2ff2943ec8c75d,rig_35cbefd3d2f4b7df687cc3ec,right,1772726428345662976,0.2172,train,False,,0|1|2|3,outdoor,0,5,False,14.2311,-2.055,1.6409,accepted_independent_pos_prior_at
img_7bd4d14dab635bb5b3357c9a,rig_35cbefd3d2f4b7df687cc3ec,left,1772726428345666048,0.2172,train,False,,0|3,outdoor,0,5,False,14.2311,-2.055,1.6409,accepted_independent_pos_prior_at
img_1a62eea81648de2de47d1d27,rig_cc780f250500d86fdd99fa40,right,1772726428845664000,0.2195,train,False,,0|1|2|3,outdoor,0,5,False,14.2673,-2.396,1.6586,accepted_independent_pos_prior_at
img_a173ce5b858d0e4cc6535939,rig_cc780f250500d86fdd99fa40,left,1772726428845679872,0.2195,train,False,,0|3,outdoor,0,5,False,14.2673,-2.396,1.6586,accepted_independent_pos_prior_at
img_5b91b0038b79183f5c7235e8,rig_ed250a4472d03f10bfc2170d,right,1772726429345707776,0.2217,train,False,,0|1|2|3,outdoor,0,5,False,14.2338,-2.7698,1.6417,accepted_independent_pos_prior_at
img_f4ae6e2da52ae15360acd5f8,rig_ed250a4472d03f10bfc2170d,left,1772726429345723904,0.2217,train,False,,0|3,outdoor,0,5,False,14.2338,-2.7698,1.6417,accepted_independent_pos_prior_at
img_d63e075dca6c1af17d7d7f52,rig_3e151bea98cdd64a08e262ab,right,1772726429845752064,0.224,train,False,,0|1|2|3,outdoor,0,5,False,14.2536,-3.1065,1.6434,accepted_independent_pos_prior_at
img_4cba75fecd5719f789a62848,rig_3e151bea98cdd64a08e262ab,left,1772726429845767936,0.224,train,False,,0|3,outdoor,0,5,False,14.2536,-3.1065,1.6434,accepted_independent_pos_prior_at
img_07ad9afb8ee9b4439797e520,rig_a7eccdb605b1978cb585d069,right,1772726430345854976,0.2262,train,False,,0|1|2|3,outdoor,0,4,False,14.2822,-3.4643,1.6515,accepted_independent_pos_prior_at
img_84806c3a7a1913d739ff8f11,rig_a7eccdb605b1978cb585d069,left,1772726430345857792,0.2262,train,False,,0|3,outdoor,0,4,False,14.2822,-3.4643,1.6515,accepted_independent_pos_prior_at
img_8025ffd18b089ef27d299a02,rig_3b08745339cf8d14f6aec219,right,1772726430845890048,0.2285,train,False,,0|1|2|3,outdoor,0,4,False,14.2524,-3.7819,1.6445,accepted_independent_pos_prior_at
img_a644c06abc0af04ee00daff9,rig_3b08745339cf8d14f6aec219,left,1772726430845891840,0.2285,train,False,,0|3,outdoor,0,4,False,14.2524,-3.7819,1.6445,accepted_independent_pos_prior_at
img_729de0fdc89bc5da6f822671,rig_cfc18cfe48f786541e17e507,right,1772726431345884928,0.2308,train,False,,0|1|2|3,outdoor,0,3,False,14.2274,-4.0773,1.6545,accepted_independent_pos_prior_at
img_371829f130cc2bfcee62b62f,rig_cfc18cfe48f786541e17e507,left,1772726431345901056,0.2308,train,False,,0|3,outdoor,0,3,False,14.2274,-4.0773,1.6545,accepted_independent_pos_prior_at
img_b66bfddd418c61e670dc3a5c,rig_9b30bbe8a1c651d62230aada,right,1772726431845913856,0.233,train,False,,0|1|2|3,outdoor,0,4,False,14.2476,-4.3702,1.641,accepted_independent_pos_prior_at
img_1ebc50fda2a6ee2870ef2919,rig_9b30bbe8a1c651d62230aada,left,1772726431845929984,0.233,train,False,,0|3,outdoor,0,4,False,14.2476,-4.3702,1.641,accepted_independent_pos_prior_at
img_2528134f0c15a2a2a931c0df,rig_1d90e98300a7062d9a2aaa55,right,1772726432345931008,0.2353,train,False,,0|1|2|3,outdoor,0,4,False,14.1689,-4.6626,1.6126,accepted_independent_pos_prior_at
img_41d795cffe8ac5958ba0e943,rig_1d90e98300a7062d9a2aaa55,left,1772726432345947136,0.2353,train,False,,0|3,outdoor,0,4,False,14.1689,-4.6626,1.6126,accepted_independent_pos_prior_at
img_8cb5b725b7b6ad962fac04a5,rig_38381b3fc18c826f13eeff77,right,1772726432846006784,0.2376,train,False,,0|1|2|3,outdoor,0,4,False,14.0663,-4.9389,1.6097,accepted_independent_pos_prior_at
img_23bcc9a1d7f545975441d295,rig_38381b3fc18c826f13eeff77,left,1772726432846009856,0.2376,train,False,,0|3,outdoor,0,4,False,14.0663,-4.9389,1.6097,accepted_independent_pos_prior_at
img_4fcd6a3db493c1c587d8b3a9,rig_0361f91ef4389a6eb93d4af1,right,1772726433345968128,0.2398,train,False,,0|1|2|3,outdoor,0,5,False,13.9821,-5.2366,1.6129,accepted_independent_pos_prior_at
img_67cb9bc06ca9a801a5b68e06,rig_0361f91ef4389a6eb93d4af1,left,1772726433345984000,0.2398,train,False,,0|3,outdoor,0,5,False,13.9821,-5.2366,1.6129,accepted_independent_pos_prior_at
img_d243f0bef95f3ab8666465b0,rig_11bbd48412450b6da32f86e5,right,1772726433845985792,0.2421,train,False,,0|1|2|3,outdoor,0,5,False,13.8553,-5.46,1.6085,accepted_independent_pos_prior_at
img_654114daebb73a29c72bdb27,rig_11bbd48412450b6da32f86e5,left,1772726433846001920,0.2421,train,False,,0|3,outdoor,0,5,False,13.8553,-5.46,1.6085,accepted_independent_pos_prior_at
img_ae76977466c8fa930454864c,rig_b4d4cab763a4251789f68ec8,right,1772726434346002944,0.2443,train,False,,0|1|2|3,outdoor,0,6,False,13.6978,-5.7195,1.6088,accepted_independent_pos_prior_at
img_429e11f512c9ec7cca7d8eff,rig_b4d4cab763a4251789f68ec8,left,1772726434346017792,0.2443,train,False,,0|3,outdoor,0,6,False,13.6978,-5.7195,1.6088,accepted_independent_pos_prior_at
img_20a58f5ac4250200235962e2,rig_bd64003ad2891939b621d468,right,1772726434846021888,0.2466,train,False,,0|1|2|3,outdoor,0,6,False,13.6032,-5.9908,1.6089,accepted_independent_pos_prior_at
img_36cdbf68fcc766fb18c480a2,rig_bd64003ad2891939b621d468,left,1772726434846037760,0.2466,train,False,,0|3,outdoor,0,6,False,13.6032,-5.9908,1.6089,accepted_independent_pos_prior_at
img_0c5af46cf601f1ba240045ea,rig_78d42ea51d8af589ae473677,right,1772726435346088960,0.2489,train,False,,0|1|2|3,outdoor,0,6,False,13.5299,-6.2187,1.6405,accepted_independent_pos_prior_at
img_aad3e392c49e55bff2867b51,rig_78d42ea51d8af589ae473677,left,1772726435346091008,0.2489,train,False,,0|3,outdoor,0,6,False,13.5299,-6.2187,1.6405,accepted_independent_pos_prior_at
img_575f482e53a2e9d903317aeb,rig_fb0e1762cbaab1415ccede67,right,1772726435846081024,0.2511,train,False,,0|1|2|3,outdoor,0,6,False,13.3752,-6.4685,1.6546,accepted_independent_pos_prior_at
img_602aaa7e37f9400e20d3d20c,rig_fb0e1762cbaab1415ccede67,left,1772726435846096896,0.2511,train,False,,0|3,outdoor,0,6,False,13.3752,-6.4685,1.6546,accepted_independent_pos_prior_at
img_19b325eb7f251301eb6db660,rig_f4fa085608d11316ec5a7092,right,1772726436346120960,0.2534,train,False,,0|1|2|3,outdoor,0,7,False,13.2517,-6.7215,1.6742,accepted_independent_pos_prior_at
img_046152e78c23ba2a63570a36,rig_f4fa085608d11316ec5a7092,left,1772726436346135808,0.2534,train,False,,0|3,outdoor,0,7,False,13.2517,-6.7215,1.6742,accepted_independent_pos_prior_at
img_622228827b821ea7fad563a5,rig_7964ba6473e309db290c0c7f,right,1772726436846160896,0.2557,train,False,,0|1|2|3,outdoor,0,7,False,13.1661,-6.9903,1.735,accepted_independent_pos_prior_at
img_b1522372fee2db4f57295874,rig_7964ba6473e309db290c0c7f,left,1772726436846227968,0.2557,train,False,,0|3,outdoor,0,7,False,13.1661,-6.9903,1.735,accepted_independent_pos_prior_at
img_6945a13d80ea37856cdb03cf,rig_e103c590c09389ae0126d79e,right,1772726437346190848,0.2579,train,False,,0|1|2|3,outdoor,0,7,False,13.0331,-7.2029,1.749,accepted_independent_pos_prior_at
img_38f675d4e9377237a9fb5a56,rig_e103c590c09389ae0126d79e,left,1772726437346205952,0.2579,train,False,,0|3,outdoor,0,7,False,13.0331,-7.2029,1.749,accepted_independent_pos_prior_at
img_1371e2f1b988b88eea55fbdc,rig_e585abc0baa8a604cac46954,right,1772726437846272000,0.2602,train,False,,0|1|2|3,outdoor,0,7,False,12.914,-7.4201,1.7581,accepted_independent_pos_prior_at
img_41a6f55bab15569819e335b6,rig_e585abc0baa8a604cac46954,left,1772726437846274816,0.2602,train,False,,0|3,outdoor,0,7,False,12.914,-7.4201,1.7581,accepted_independent_pos_prior_at
img_eeceff5515532096691986e5,rig_6353b36c3c3a1db736617388,right,1772726438346266112,0.2624,train,False,,0|1|2|3,outdoor,0,6,False,12.8889,-7.6967,1.7724,accepted_independent_pos_prior_at
img_d9c3121dcde066b8a9b4e709,rig_6353b36c3c3a1db736617388,left,1772726438346287104,0.2624,train,False,,0|3,outdoor,0,6,False,12.8889,-7.6967,1.7724,accepted_independent_pos_prior_at
img_8d2653f0e92eb51552d9d708,rig_499c71c63328b454a4c529ad,right,1772726438846304000,0.2647,train,False,,0|1|2|3,outdoor,0,6,False,12.794,-7.8997,1.7593,accepted_independent_pos_prior_at
img_40839df87738117d53fe5712,rig_499c71c63328b454a4c529ad,left,1772726438846319872,0.2647,train,False,,0|3,outdoor,0,6,False,12.794,-7.8997,1.7593,accepted_independent_pos_prior_at
img_36179b59758015708cbc0529,rig_c5283cd6ab5e0aa874eff166,right,1772726439346339840,0.267,train,False,,0|1|2|3,outdoor,0,6,False,12.6894,-8.0716,1.7318,accepted_independent_pos_prior_at
img_a4d25ce454cd8f58122e6006,rig_c5283cd6ab5e0aa874eff166,left,1772726439346355968,0.267,train,False,,0|3,outdoor,0,6,False,12.6894,-8.0716,1.7318,accepted_independent_pos_prior_at
img_be28532475a779685710f991,rig_55fa4cc81889406467df0ec5,right,1772726439846374144,0.2692,train,False,,0|1|2|3,outdoor,0,6,False,12.5874,-8.3148,1.7295,accepted_independent_pos_prior_at
img_4c1515ea06c18f0b0a5b1619,rig_55fa4cc81889406467df0ec5,left,1772726439846391040,0.2692,train,False,,0|3,outdoor,0,6,False,12.5874,-8.3148,1.7295,accepted_independent_pos_prior_at
img_5d36f96d95329bc275b1e854,rig_a2de1d976e32bcdbbac82c3b,right,1772726440346407936,0.2715,train,False,,0|1|2|3,outdoor,0,6,False,12.5065,-8.5859,1.7394,accepted_independent_pos_prior_at
img_74cdbe608be852f5a3b0f9fe,rig_a2de1d976e32bcdbbac82c3b,left,1772726440346422784,0.2715,train,False,,0|3,outdoor,0,6,False,12.5065,-8.5859,1.7394,accepted_independent_pos_prior_at
img_336e1066e62f9bd81c7fb187,rig_388a49b5615936ae67d820be,right,1772726440846436864,0.2738,train,False,,0|1|2|3,outdoor,0,6,False,12.319,-8.763,1.733,accepted_independent_pos_prior_at
img_8502bdf4dc3ab8de3bafafb0,rig_388a49b5615936ae67d820be,left,1772726440846451968,0.2738,train,False,,0|3,outdoor,0,6,False,12.319,-8.763,1.733,accepted_independent_pos_prior_at
img_69419e5adbf182700c58bb12,rig_99601681f6fb3541aef8004d,right,1772726441346459904,0.276,train,False,,0|1|2|3,outdoor,0,6,False,12.15,-8.8502,1.7493,accepted_independent_pos_prior_at
img_a02ab4c174e113a279d4bed5,rig_99601681f6fb3541aef8004d,left,1772726441346475776,0.276,train,False,,0|3,outdoor,0,6,False,12.15,-8.8502,1.7493,accepted_independent_pos_prior_at
img_2bd2f89c0ed9038a7ebb2598,rig_b956cd29b76bd80f8e2fcff3,right,1772726441846484992,0.2783,train,False,,0|1|2|3,outdoor,0,6,False,12.0048,-8.8031,1.7406,accepted_independent_pos_prior_at
img_6ca3ccb0981185a28e1f93dc,rig_b956cd29b76bd80f8e2fcff3,left,1772726441846500864,0.2783,train,False,,0|1|2|3,outdoor,0,6,False,12.0048,-8.8031,1.7406,accepted_independent_pos_prior_at
img_53f96406e0c9d22b6885bb47,rig_fec2268a8a2fbc4f8156eda1,right,1772726442346515968,0.2805,train,False,,0|1|2|3,outdoor,0,6,False,11.8381,-8.7341,1.7336,accepted_independent_pos_prior_at
img_df3950cdb921076b35a98310,rig_fec2268a8a2fbc4f8156eda1,left,1772726442346531840,0.2805,train,False,,0|1|2|3,outdoor,0,6,False,11.8381,-8.7341,1.7336,accepted_independent_pos_prior_at
img_7d6f42b0bce05fe141244829,rig_8895a9a6f5acbf57a1c1a144,right,1772726442846546944,0.2828,train,False,,0|1|2|3,outdoor,0,6,False,11.8331,-8.9354,1.7463,accepted_independent_pos_prior_at
img_d93088ca1a3836c5d531bcdd,rig_8895a9a6f5acbf57a1c1a144,left,1772726442846562816,0.2828,train,False,,0|3,outdoor,0,6,False,11.8331,-8.9354,1.7463,accepted_independent_pos_prior_at
img_a1f74d52ddf18a7b95f8fb82,rig_8aab95e150e309add8a41d73,right,1772726443346631936,0.2851,train,False,,0|1|2|3,outdoor,0,6,False,11.9015,-9.2758,1.7462,accepted_independent_pos_prior_at
img_3caf02b05fda5adf6265db80,rig_8aab95e150e309add8a41d73,left,1772726443346633984,0.2851,train,False,,0|3,outdoor,0,6,False,11.9015,-9.2758,1.7462,accepted_independent_pos_prior_at
img_f04af7535fdbb03e8401bbe0,rig_cf95d26e75342ba62534d752,right,1772726443846608896,0.2873,train,False,,0|1|2|3,outdoor,0,5,False,11.9598,-9.662,1.7098,accepted_independent_pos_prior_at
img_730e104f8bd0470783b519ad,rig_cf95d26e75342ba62534d752,left,1772726443846624768,0.2873,train,False,,0|3,outdoor,0,5,False,11.9598,-9.662,1.7098,accepted_independent_pos_prior_at
img_ef51ea18654a5079d4e233ba,rig_bd4b88b17b4b42a98be46845,right,1772726444346638080,0.2896,train,False,,0|1|2|3,outdoor,0,5,False,12.1037,-10.0335,1.6969,accepted_independent_pos_prior_at
